event_id,customer_id,ts,event_name,page,region,consent_measurement,consent_marketing
ev4192398824,388,2025-08-10 15:57:35.179848,page_view,/checkout,EU,True,False
ev5093309479,218,2025-08-05 11:18:35.179853,purchase,/thank-you,EU,True,True
ev2041190702,582,2025-08-03 17:07:35.179859,add_to_cart,/,UK,True,True
ev4042633399,213,2025-07-13 17:55:35.179864,page_view,/thank-you,UK,True,True
ev2698587678,345,2025-08-10 10:09:35.179869,add_to_cart,/products,EU,True,False
ev7086200051,150,2025-07-20 22:08:35.179874,add_to_cart,/,EU,False,False
ev7979390953,674,2025-06-30 20:18:35.179880,page_view,/,UK,True,False
ev8072537615,725,2025-06-24 01:42:35.179888,begin_checkout,/,US,False,True
ev9211131095,466,2025-07-09 11:27:35.179893,page_view,/cart,BR,True,True
ev4444944346,535,2025-08-08 21:14:35.179899,add_to_cart,/,EU,True,True
ev6757601336,561,2025-06-25 21:29:35.179904,purchase,/cart,BR,True,True
ev9605540917,173,2025-08-19 17:15:35.179909,page_view,/products,EU,True,True
ev5496236277,139,2025-06-27 20:16:35.179915,begin_checkout,/thank-you,EU,True,False
ev5679993243,800,2025-07-13 03:33:35.179920,page_view,/products,EU,True,True
ev6900766797,83,2025-08-19 08:05:35.179925,page_view,/thank-you,EU,False,True
ev1272783674,265,2025-07-09 21:30:35.179931,purchase,/checkout,EU,False,True
ev8642851305,757,2025-07-01 20:56:35.179936,page_view,/cart,EU,True,True
ev4745001829,610,2025-07-01 22:52:35.179941,add_to_cart,/products,EU,True,False
ev7796017151,535,2025-07-15 18:02:35.179947,page_view,/cart,BR,True,False
ev2192895172,587,2025-07-02 00:44:35.179952,add_to_cart,/checkout,CA,False,True
ev5431075649,371,2025-08-12 22:17:35.179957,add_to_cart,/,EU,True,False
ev6120202697,350,2025-08-10 08:53:35.179962,purchase,/checkout,UK,True,True
ev7956124706,591,2025-07-08 01:18:35.179968,signup,/cart,EU,False,True
ev6371645767,539,2025-08-05 19:04:35.179973,page_view,/,UK,False,False
ev6599457556,444,2025-07-26 15:48:35.179978,add_to_cart,/products,EU,True,True
ev9319963616,226,2025-07-09 14:26:35.179983,page_view,/cart,EU,False,True
ev3435707235,570,2025-07-02 03:36:35.179989,page_view,/,EU,True,True
ev5038331750,584,2025-07-21 11:30:35.179994,add_to_cart,/cart,EU,True,False
ev8927563813,605,2025-07-19 11:19:35.179999,page_view,/cart,EU,False,True
ev5107733067,163,2025-07-12 21:50:35.180004,begin_checkout,/checkout,BR,True,True
ev6326490191,534,2025-07-18 14:09:35.180010,purchase,/products,BR,True,True
ev5549539470,103,2025-07-12 20:10:35.180015,page_view,/,US,True,True
ev9765423171,194,2025-07-24 03:58:35.180020,add_to_cart,/cart,EU,True,True
ev7111197010,304,2025-07-31 17:27:35.180025,page_view,/products,EU,True,False
ev7956831788,434,2025-08-04 01:30:35.180031,page_view,/,EU,True,False
ev1287952069,565,2025-07-27 21:38:35.180040,page_view,/thank-you,US,True,True
ev4553052597,347,2025-07-17 06:53:35.180049,page_view,/thank-you,EU,True,True
ev7726111622,572,2025-07-17 10:02:35.180061,page_view,/,UK,True,True
ev2513953850,436,2025-07-03 07:04:35.180066,page_view,/products,US,True,False
ev8016377870,224,2025-07-03 02:47:35.180072,page_view,/products,EU,True,True
ev9290226365,410,2025-08-16 22:16:35.180077,page_view,/thank-you,BR,True,False
ev7851247166,27,2025-07-06 06:31:35.180082,page_view,/checkout,US,True,True
ev7507475916,221,2025-06-21 22:40:35.180088,page_view,/products,EU,True,False
ev3476387629,442,2025-07-28 01:30:35.180093,begin_checkout,/,EU,True,True
ev2089128075,637,2025-07-23 16:42:35.180098,add_to_cart,/,EU,True,True
ev9447179447,600,2025-07-20 15:32:35.180103,page_view,/,EU,False,True
ev4795680290,721,2025-07-15 17:21:35.180109,page_view,/,EU,True,True
ev9113463226,31,2025-08-16 07:15:35.180114,page_view,/products,UK,True,False
ev7006992736,35,2025-07-29 09:51:35.180119,add_to_cart,/checkout,US,True,True
ev9382649701,113,2025-07-04 19:36:35.180124,purchase,/checkout,EU,True,True
ev1228334294,321,2025-07-17 15:43:35.180130,page_view,/,BR,True,False
ev8197295502,366,2025-07-04 23:52:35.180135,add_to_cart,/checkout,US,True,False
ev7652298869,711,2025-08-01 15:25:35.180140,add_to_cart,/thank-you,EU,True,False
ev6067997245,156,2025-07-03 02:53:35.180145,page_view,/thank-you,BR,True,True
ev2465597440,656,2025-07-29 11:19:35.180151,page_view,/products,EU,True,True
ev2831515040,308,2025-07-09 21:23:35.180156,page_view,/products,EU,True,False
ev9362895636,362,2025-07-04 06:14:35.180161,page_view,/products,EU,True,True
ev4507828328,144,2025-07-09 06:21:35.180166,purchase,/checkout,EU,True,True
ev7772626132,126,2025-07-05 09:53:35.180172,add_to_cart,/products,EU,True,True
ev9783627046,563,2025-07-30 06:35:35.180177,add_to_cart,/,CA,True,True
ev3052297991,388,2025-07-23 00:28:35.180182,add_to_cart,/cart,EU,True,True
ev1601432814,623,2025-08-17 17:35:35.180187,add_to_cart,/,EU,True,True
ev1318854213,19,2025-08-06 06:33:35.180193,page_view,/products,UK,True,True
ev4882420977,764,2025-08-13 22:48:35.180198,add_to_cart,/,CA,True,True
ev8421572441,167,2025-07-07 14:25:35.180203,page_view,/checkout,EU,True,False
ev8195649618,25,2025-07-28 14:46:35.180208,page_view,/products,US,True,True
ev6313990427,294,2025-07-27 22:09:35.180214,page_view,/cart,US,True,True
ev1025641677,110,2025-07-02 23:28:35.180219,page_view,/thank-you,EU,True,True
ev3217392451,642,2025-07-08 20:54:35.180224,signup,/thank-you,UK,True,False
ev2337289574,702,2025-06-29 09:39:35.180230,add_to_cart,/products,BR,False,False
ev2408228510,631,2025-07-04 10:13:35.180235,add_to_cart,/products,BR,False,False
ev2194373804,555,2025-07-16 20:18:35.180240,page_view,/,EU,False,True
ev1310430234,177,2025-08-11 04:01:35.180246,page_view,/products,EU,True,False
ev5535298807,551,2025-07-17 00:23:35.180251,page_view,/,US,True,True
ev4073817426,678,2025-07-10 18:42:35.180256,page_view,/,US,False,True
ev4172917360,15,2025-07-02 01:07:35.180261,page_view,/,UK,True,True
ev3482071873,104,2025-07-10 11:21:35.180267,page_view,/,UK,True,True
ev8119677133,798,2025-07-23 22:42:35.180272,purchase,/thank-you,BR,True,True
ev3610897815,81,2025-08-13 15:49:35.180277,purchase,/products,CA,False,True
ev2414018309,254,2025-08-06 23:05:35.180283,page_view,/,US,False,False
ev3541450388,755,2025-07-03 22:24:35.180288,page_view,/thank-you,EU,True,False
ev3241187169,44,2025-06-28 00:58:35.180293,add_to_cart,/products,EU,True,True
ev4119764995,716,2025-06-30 17:44:35.180299,page_view,/,EU,True,True
ev4415790391,88,2025-08-19 08:55:35.180304,page_view,/checkout,UK,False,False
ev3047402594,139,2025-08-09 11:09:35.180309,add_to_cart,/checkout,US,False,True
ev6654497741,116,2025-08-18 01:33:35.180314,purchase,/cart,US,True,True
ev2396009816,501,2025-07-12 18:45:35.180319,begin_checkout,/,UK,True,True
ev9182298016,519,2025-07-11 18:54:35.180325,page_view,/checkout,EU,True,True
ev8948760854,42,2025-08-04 05:27:35.180330,page_view,/checkout,EU,True,False
ev5441449996,332,2025-08-03 14:34:35.180335,add_to_cart,/checkout,EU,False,False
ev7573974664,404,2025-08-01 19:24:35.180340,page_view,/thank-you,EU,False,True
ev2926422806,243,2025-08-09 09:56:35.180346,page_view,/,EU,True,False
ev3622239723,233,2025-08-18 08:20:35.180356,page_view,/,EU,True,False
ev9175670430,134,2025-07-23 11:58:35.180361,begin_checkout,/cart,EU,True,False
ev5263556826,255,2025-07-21 21:24:35.180367,page_view,/thank-you,BR,True,True
ev7666174280,222,2025-07-31 23:20:35.180372,purchase,/,US,True,True
ev8310299286,127,2025-08-14 09:25:35.180377,page_view,/,EU,True,False
ev7315664432,648,2025-08-14 06:31:35.180383,page_view,/cart,EU,True,True
ev5076119267,199,2025-07-30 03:20:35.180388,add_to_cart,/checkout,US,True,False
ev4415138123,295,2025-07-13 09:08:35.180393,add_to_cart,/products,EU,True,False
ev1540501544,98,2025-08-18 08:23:35.180399,add_to_cart,/checkout,US,True,True
ev8781640138,7,2025-08-10 06:48:35.180404,page_view,/thank-you,EU,True,True
ev7234992066,613,2025-07-28 17:50:35.180410,purchase,/thank-you,BR,False,True
ev1565161782,798,2025-07-12 23:53:35.180415,add_to_cart,/thank-you,US,True,True
ev8505536892,645,2025-08-19 18:24:35.180420,page_view,/thank-you,EU,True,False
ev3562970662,767,2025-06-30 15:46:35.180426,page_view,/checkout,US,True,True
ev8659203291,537,2025-06-28 02:48:35.180431,purchase,/,BR,True,True
ev2346550382,298,2025-07-09 10:43:35.180436,add_to_cart,/thank-you,US,False,True
ev1199104752,91,2025-07-31 14:54:35.180441,page_view,/,US,True,False
ev8727783823,519,2025-07-14 10:02:35.180447,page_view,/thank-you,BR,False,False
ev9003896667,56,2025-07-30 00:34:35.180452,page_view,/,EU,True,False
ev5438809673,74,2025-07-05 05:24:35.180457,begin_checkout,/checkout,UK,True,False
ev9218804371,92,2025-07-16 09:46:35.180463,page_view,/products,US,True,True
ev1804925408,458,2025-06-25 13:10:35.180468,page_view,/thank-you,US,True,True
ev2350751378,430,2025-08-14 08:02:35.180473,page_view,/thank-you,US,True,False
ev9738771535,42,2025-08-15 11:28:35.180478,signup,/thank-you,EU,True,True
ev9455941300,565,2025-08-02 14:15:35.180484,page_view,/products,UK,True,True
ev7252571237,189,2025-07-05 15:13:35.180489,page_view,/cart,EU,True,False
ev4014069358,278,2025-07-26 14:57:35.180494,page_view,/,UK,True,True
ev7425496637,753,2025-06-28 07:49:35.180500,signup,/cart,CA,True,True
ev1002786599,395,2025-07-03 17:31:35.180505,page_view,/,US,True,False
ev4190620163,106,2025-07-15 00:38:35.180510,page_view,/,EU,True,True
ev8669189774,272,2025-07-07 10:26:35.180515,add_to_cart,/cart,EU,True,True
ev3057196307,422,2025-06-25 00:56:35.180521,page_view,/thank-you,EU,False,False
ev2158445544,63,2025-07-26 23:47:35.180526,page_view,/,BR,True,True
ev5421043003,478,2025-07-10 09:35:35.180531,purchase,/checkout,EU,False,True
ev7063794470,120,2025-06-30 10:47:35.180537,page_view,/checkout,EU,True,True
ev3797402829,179,2025-07-02 18:02:35.180542,begin_checkout,/checkout,EU,True,True
ev8360981205,473,2025-06-30 15:09:35.180547,page_view,/,EU,True,False
ev9163456061,770,2025-08-17 14:55:35.180553,page_view,/thank-you,EU,True,False
ev2950647663,459,2025-07-11 08:16:35.180558,add_to_cart,/thank-you,EU,False,True
ev4464116677,404,2025-07-31 06:54:35.180563,page_view,/products,EU,False,False
ev8517021313,396,2025-07-07 14:46:35.180569,page_view,/checkout,BR,True,True
ev5523125605,63,2025-06-28 17:09:35.180574,page_view,/thank-you,EU,True,True
ev7721341275,457,2025-07-07 02:33:35.180579,purchase,/products,US,True,True
ev3818743458,615,2025-07-03 23:45:35.180584,page_view,/checkout,US,False,False
ev8361382515,459,2025-08-03 04:19:35.180590,add_to_cart,/checkout,EU,True,True
ev8514023531,381,2025-08-14 06:17:35.180595,page_view,/cart,BR,True,True
ev7975907885,683,2025-06-27 20:28:35.180600,page_view,/checkout,EU,True,True
ev8911448703,140,2025-08-11 16:05:35.180605,page_view,/checkout,US,True,True
ev4521181494,450,2025-07-04 16:10:35.180611,page_view,/checkout,CA,True,False
ev5647282137,285,2025-06-26 20:00:35.180616,page_view,/,US,True,False
ev8262551505,217,2025-07-20 18:08:35.180621,page_view,/cart,CA,False,True
ev7504958977,447,2025-08-16 01:04:35.180628,page_view,/thank-you,EU,False,True
ev5829717922,317,2025-06-24 02:33:35.180638,page_view,/thank-you,US,True,False
ev1318020589,398,2025-07-19 15:41:35.180647,page_view,/thank-you,US,True,True
ev2955696428,749,2025-08-04 18:53:35.180660,purchase,/products,EU,False,True
ev5084270487,352,2025-06-26 05:44:35.180666,begin_checkout,/products,US,True,True
ev7775605003,17,2025-07-13 20:36:35.180671,page_view,/products,EU,True,False
ev9141552865,4,2025-07-01 00:57:35.180676,page_view,/checkout,EU,True,False
ev9879042470,718,2025-06-29 21:39:35.180682,page_view,/cart,BR,True,True
ev4462474673,80,2025-08-17 19:06:35.180688,purchase,/products,EU,True,True
ev9695062644,569,2025-07-06 04:44:35.180698,page_view,/thank-you,EU,False,True
ev4436156845,333,2025-08-03 22:47:35.180709,add_to_cart,/checkout,EU,True,False
ev2635413863,206,2025-07-06 18:29:35.180714,purchase,/checkout,EU,False,True
ev9358317226,781,2025-08-04 03:30:35.180720,begin_checkout,/,EU,True,True
ev1951748988,495,2025-07-06 16:35:35.180725,page_view,/cart,EU,True,True
ev5288496772,138,2025-07-28 19:32:35.180730,begin_checkout,/cart,US,True,True
ev7977211964,162,2025-07-27 05:56:35.180736,add_to_cart,/products,EU,False,True
ev6640191530,192,2025-07-07 05:16:35.180741,purchase,/,US,True,True
ev8657193710,14,2025-08-02 13:16:35.180746,purchase,/,BR,True,True
ev5776530855,365,2025-07-05 02:13:35.180752,page_view,/thank-you,EU,True,False
ev5006899552,610,2025-07-09 19:04:35.180757,begin_checkout,/checkout,US,True,False
ev4041300430,248,2025-08-19 20:10:35.180762,add_to_cart,/,US,True,True
ev6611541734,248,2025-06-21 21:28:35.180767,page_view,/,UK,True,True
ev6081088248,705,2025-07-03 16:32:35.180773,page_view,/thank-you,EU,True,False
ev5577796706,369,2025-08-13 03:40:35.180778,begin_checkout,/cart,EU,True,True
ev7117784468,606,2025-07-22 07:11:35.180783,page_view,/checkout,EU,True,True
ev5555180653,441,2025-07-10 01:30:35.180788,page_view,/checkout,EU,False,True
ev7243867255,554,2025-07-28 16:26:35.180794,page_view,/products,BR,True,True
ev5499642442,593,2025-07-05 10:55:35.180799,begin_checkout,/cart,US,True,False
ev7978969962,112,2025-08-19 12:06:35.180804,add_to_cart,/checkout,EU,True,False
ev2830701194,509,2025-08-03 13:38:35.180810,page_view,/,EU,True,True
ev4241045807,296,2025-07-18 05:43:35.180815,begin_checkout,/products,US,True,True
ev3749456050,246,2025-06-23 17:26:35.180820,signup,/checkout,US,True,True
ev8908531656,634,2025-07-01 21:39:35.180825,signup,/cart,EU,True,True
ev6228253796,56,2025-08-12 08:47:35.180831,page_view,/,EU,True,True
ev9471519729,449,2025-07-04 08:03:35.180839,page_view,/cart,US,True,False
ev6018396725,386,2025-08-07 08:14:35.180844,page_view,/thank-you,US,True,False
ev9423653708,116,2025-07-25 10:07:35.180849,page_view,/products,EU,True,True
ev7653000386,171,2025-08-13 12:48:35.180855,purchase,/cart,US,True,True
ev9046330948,681,2025-07-15 03:30:35.180860,page_view,/checkout,EU,False,False
ev3686987661,651,2025-08-03 09:47:35.180865,begin_checkout,/checkout,CA,True,True
ev9959331954,735,2025-06-28 04:42:35.180870,page_view,/cart,EU,True,True
ev3702031853,557,2025-06-23 20:26:35.180876,purchase,/thank-you,UK,True,True
ev7739631492,611,2025-07-11 17:30:35.180881,page_view,/cart,EU,True,False
ev6579925886,239,2025-08-18 20:57:35.180886,page_view,/checkout,UK,True,True
ev4196799971,477,2025-07-31 22:13:35.180893,page_view,/thank-you,CA,True,False
ev1935087336,12,2025-07-03 03:58:35.180899,page_view,/thank-you,CA,True,True
ev1406869558,132,2025-08-19 13:48:35.180904,add_to_cart,/thank-you,UK,True,True
ev1096305609,501,2025-07-28 20:36:35.180909,add_to_cart,/,EU,True,True
ev5960667523,283,2025-08-03 18:40:35.180915,page_view,/,EU,True,True
ev6050193916,35,2025-07-20 20:59:35.180920,page_view,/cart,EU,False,False
ev1977544762,355,2025-07-30 01:32:35.180925,begin_checkout,/thank-you,EU,True,True
ev1344636248,11,2025-07-28 20:19:35.180930,page_view,/products,EU,True,False
ev1174981188,458,2025-07-24 07:51:35.180936,purchase,/cart,US,True,True
ev6216082154,420,2025-08-13 11:04:35.180941,add_to_cart,/products,EU,True,True
ev7786648466,432,2025-08-06 08:10:35.180946,add_to_cart,/products,US,False,True
ev9086139908,404,2025-06-27 09:46:35.180951,purchase,/checkout,EU,True,True
ev5220271249,116,2025-07-23 23:01:35.180957,page_view,/thank-you,UK,False,True
ev7682087543,427,2025-08-06 16:36:35.180963,begin_checkout,/thank-you,BR,False,False
ev3139666248,479,2025-07-04 06:39:35.180969,page_view,/thank-you,US,True,True
ev1440390530,409,2025-07-24 09:54:35.180974,add_to_cart,/thank-you,EU,True,True
ev6182591959,648,2025-07-03 04:26:35.180979,add_to_cart,/checkout,US,True,False
ev3930343950,22,2025-07-08 01:39:35.180985,page_view,/products,EU,True,False
ev4611173268,170,2025-07-14 02:46:35.180990,page_view,/products,US,True,True
ev2031892852,365,2025-07-05 07:23:35.180995,page_view,/,EU,True,True
ev7223194093,59,2025-06-22 00:17:35.181000,add_to_cart,/,US,True,False
ev8948868053,433,2025-07-17 13:41:35.181006,add_to_cart,/cart,EU,True,True
ev7683281984,314,2025-07-09 03:04:35.181011,page_view,/cart,UK,True,False
ev2224402998,154,2025-07-08 19:00:35.181016,signup,/checkout,EU,True,False
ev3446339990,313,2025-07-09 17:33:35.181022,signup,/thank-you,UK,True,True
ev2766003142,626,2025-08-19 19:23:35.181027,signup,/checkout,EU,True,False
ev9915829980,742,2025-08-14 11:18:35.181032,page_view,/cart,EU,False,True
ev4502311156,265,2025-07-19 10:38:35.181038,add_to_cart,/thank-you,US,True,False
ev2323867708,214,2025-07-20 05:13:35.181043,page_view,/,EU,True,False
ev8324171227,88,2025-07-16 21:30:35.181048,page_view,/,EU,True,False
ev2912375590,620,2025-08-18 15:36:35.181053,page_view,/products,EU,True,True
ev1707715604,420,2025-08-08 11:39:35.181059,add_to_cart,/products,EU,True,True
ev4343954055,659,2025-08-14 04:16:35.181064,page_view,/thank-you,UK,False,True
ev1331475402,325,2025-08-08 10:44:35.181069,add_to_cart,/checkout,UK,True,False
ev5126253677,106,2025-06-27 18:00:35.181074,page_view,/products,BR,True,True
ev4921733008,111,2025-07-02 00:58:35.181080,page_view,/cart,CA,False,True
ev3811320292,727,2025-08-03 23:01:35.181085,add_to_cart,/,EU,True,True
ev6008114301,528,2025-07-12 07:01:35.181090,signup,/checkout,EU,True,True
ev8093034478,461,2025-07-26 02:20:35.181096,add_to_cart,/cart,US,True,True
ev4071636919,742,2025-08-05 19:11:35.181101,page_view,/thank-you,EU,True,True
ev3444481846,691,2025-07-20 17:18:35.181110,page_view,/cart,EU,True,False
ev6731726723,304,2025-08-13 23:44:35.181120,add_to_cart,/cart,EU,True,True
ev4782260994,632,2025-07-17 05:00:35.181131,add_to_cart,/products,EU,True,False
ev3333610319,55,2025-07-23 14:11:35.181136,page_view,/cart,EU,False,False
ev9511443234,390,2025-06-26 08:36:35.181142,page_view,/,UK,True,True
ev2886615037,29,2025-06-28 19:21:35.181147,add_to_cart,/,EU,True,False
ev4592089353,678,2025-07-25 19:00:35.181152,add_to_cart,/products,EU,True,True
ev3625718529,520,2025-06-27 20:58:35.181157,page_view,/products,EU,True,False
ev8280532328,262,2025-06-28 19:27:35.181162,purchase,/cart,UK,True,True
ev6978146805,215,2025-08-04 23:39:35.181168,begin_checkout,/cart,EU,True,True
ev9183323875,258,2025-07-03 01:07:35.181173,add_to_cart,/checkout,US,True,False
ev3433655459,366,2025-08-03 14:30:35.181178,page_view,/cart,US,True,True
ev8424253779,479,2025-07-25 12:55:35.181184,page_view,/checkout,EU,True,True
ev7011349041,739,2025-08-06 00:15:35.181189,page_view,/thank-you,UK,False,False
ev2013207029,301,2025-07-29 19:48:35.181194,page_view,/,BR,True,True
ev3255055645,42,2025-08-10 08:10:35.181199,page_view,/cart,BR,True,False
ev8552230392,169,2025-07-19 11:26:35.181205,begin_checkout,/products,EU,True,True
ev4914936954,785,2025-07-30 00:28:35.181210,page_view,/products,EU,True,True
ev2453629684,646,2025-08-07 17:23:35.181220,add_to_cart,/products,US,True,True
ev2170832843,129,2025-06-29 16:59:35.181225,page_view,/products,BR,False,True
ev3624836047,650,2025-07-23 04:48:35.181230,signup,/cart,US,False,False
ev6826355400,167,2025-08-06 08:52:35.181235,page_view,/thank-you,UK,True,True
ev2212259040,67,2025-07-30 21:54:35.181241,page_view,/checkout,US,True,True
ev2407042778,457,2025-08-18 17:08:35.181246,add_to_cart,/products,EU,True,False
ev8688849100,566,2025-07-11 00:42:35.181251,purchase,/checkout,US,True,True
ev3371925113,647,2025-07-15 16:16:35.181257,signup,/products,US,True,False
ev7132495477,736,2025-08-02 00:28:35.181262,begin_checkout,/cart,EU,True,True
ev8498503170,784,2025-08-12 08:22:35.181267,page_view,/cart,US,True,True
ev7730398222,650,2025-07-21 18:54:35.181273,page_view,/products,BR,True,True
ev6646584485,726,2025-08-03 00:27:35.181278,add_to_cart,/checkout,UK,True,True
ev5047969209,118,2025-08-15 01:51:35.181283,page_view,/,UK,False,True
ev7339300397,220,2025-08-14 07:23:35.181288,add_to_cart,/,US,False,True
ev4291626543,70,2025-08-11 12:19:35.181294,add_to_cart,/products,US,True,True
ev7871363858,674,2025-07-30 21:30:35.181299,page_view,/cart,EU,True,True
ev7282638084,357,2025-06-27 06:34:35.181304,signup,/products,EU,True,True
ev2025308797,159,2025-07-22 02:46:35.181310,add_to_cart,/products,EU,True,True
ev1062894508,717,2025-07-17 02:28:35.181318,page_view,/products,UK,True,False
ev6974799062,592,2025-07-23 02:38:35.181323,page_view,/products,EU,True,True
ev5289654763,730,2025-06-25 12:12:35.181329,page_view,/checkout,EU,False,True
ev6468914168,191,2025-06-27 13:34:35.181334,page_view,/,US,True,True
ev6986466851,21,2025-07-10 01:22:35.181339,add_to_cart,/cart,UK,True,False
ev5217240996,539,2025-08-09 01:54:35.181344,add_to_cart,/checkout,EU,True,False
ev2186285959,720,2025-06-28 15:30:35.181350,page_view,/checkout,UK,True,True
ev6221042407,324,2025-07-05 19:52:35.181355,page_view,/cart,US,True,True
ev3606951205,517,2025-07-17 09:07:35.181360,add_to_cart,/,EU,False,True
ev5506190747,551,2025-07-17 19:33:35.181366,purchase,/cart,US,True,True
ev1256747874,527,2025-07-02 11:37:35.181371,purchase,/thank-you,US,True,True
ev9636626998,203,2025-07-14 03:26:35.181376,page_view,/cart,EU,True,True
ev2642854388,190,2025-08-12 19:47:35.181381,page_view,/,EU,True,True
ev9935045293,101,2025-07-15 01:19:35.181387,page_view,/products,EU,True,True
ev8136439884,502,2025-08-18 17:32:35.181392,purchase,/checkout,US,True,True
ev4470203580,186,2025-07-21 18:16:35.181397,page_view,/products,EU,False,True
ev6089808376,753,2025-07-21 05:31:35.181402,page_view,/thank-you,EU,True,True
ev2969431821,500,2025-07-30 21:22:35.181408,page_view,/checkout,EU,True,False
ev1116100035,466,2025-07-21 18:05:35.181413,signup,/products,EU,True,False
ev5444476702,591,2025-06-29 08:54:35.181421,begin_checkout,/thank-you,EU,True,True
ev1630891305,731,2025-07-14 04:59:35.181426,begin_checkout,/products,US,True,True
ev2598685439,316,2025-07-07 10:56:35.181431,add_to_cart,/products,EU,True,True
ev1587652573,551,2025-06-29 19:16:35.181437,page_view,/products,BR,False,False
ev5973672512,153,2025-08-06 14:47:35.181442,page_view,/cart,EU,True,True
ev7003370823,191,2025-07-04 11:25:35.181447,page_view,/thank-you,UK,True,False
ev9649296624,456,2025-07-07 16:24:35.181453,page_view,/checkout,EU,True,True
ev3193259090,282,2025-07-01 11:11:35.181458,begin_checkout,/checkout,EU,False,True
ev8540760430,446,2025-07-27 06:40:35.181463,page_view,/,EU,True,False
ev6292594935,208,2025-07-02 18:00:35.181469,page_view,/thank-you,US,True,False
ev1119678518,602,2025-08-18 08:27:35.181474,page_view,/products,US,True,True
ev4286977820,239,2025-07-05 12:16:35.181479,page_view,/products,EU,True,True
ev9818057930,325,2025-07-18 03:49:35.181484,page_view,/checkout,EU,False,True
ev7583401182,535,2025-07-25 13:43:35.181489,page_view,/checkout,US,True,True
ev7025486880,545,2025-08-15 18:41:35.181495,page_view,/checkout,EU,True,True
ev7300533213,393,2025-06-30 05:48:35.181500,add_to_cart,/checkout,BR,True,True
ev9618564515,619,2025-07-15 16:25:35.181505,page_view,/,EU,True,False
ev5845554031,723,2025-07-10 19:53:35.181511,add_to_cart,/thank-you,EU,True,True
ev2224948478,65,2025-08-15 11:21:35.181516,page_view,/thank-you,EU,True,True
ev1454940487,158,2025-06-27 06:20:35.181522,page_view,/checkout,EU,True,True
ev6112484011,786,2025-07-24 05:24:35.181527,page_view,/checkout,EU,True,False
ev2596220618,105,2025-07-24 22:12:35.181532,page_view,/thank-you,EU,True,True
ev9418323322,81,2025-08-03 05:36:35.181537,page_view,/checkout,BR,True,True
ev9788479953,71,2025-07-07 04:46:35.181543,page_view,/products,EU,True,True
ev6081053934,357,2025-07-10 04:38:35.181548,page_view,/products,US,True,True
ev6499129961,199,2025-07-26 06:17:35.181553,add_to_cart,/checkout,US,True,True
ev2170240136,537,2025-07-03 02:47:35.181558,page_view,/checkout,EU,True,False
ev8301069153,572,2025-07-16 15:33:35.181564,page_view,/,EU,True,True
ev4830981847,505,2025-06-24 08:46:35.181569,page_view,/,UK,True,True
ev7788531516,133,2025-07-12 14:56:35.181574,signup,/cart,US,False,True
ev4855699364,641,2025-08-10 23:20:35.181579,add_to_cart,/,EU,True,False
ev8219900640,512,2025-07-05 18:02:35.181585,begin_checkout,/,US,True,False
ev2094172668,107,2025-08-08 02:19:35.181590,page_view,/products,EU,True,False
ev9768268554,730,2025-07-17 03:49:35.181595,add_to_cart,/checkout,US,True,False
ev7162436998,213,2025-06-28 13:08:35.181601,begin_checkout,/products,US,True,True
ev4104555786,502,2025-08-05 16:04:35.181606,signup,/,EU,True,False
ev4700121310,517,2025-07-26 12:44:35.181611,page_view,/products,EU,False,True
ev2934218923,166,2025-08-11 09:54:35.181616,page_view,/thank-you,EU,True,True
ev5587681658,264,2025-07-21 02:44:35.181622,page_view,/,BR,False,True
ev9054206904,611,2025-07-03 23:49:35.181627,page_view,/products,UK,True,True
ev5291389309,772,2025-07-14 03:23:35.181632,page_view,/checkout,UK,True,False
ev3990493857,672,2025-07-02 01:44:35.181637,begin_checkout,/checkout,EU,True,True
ev5163438428,579,2025-07-30 09:47:35.181643,page_view,/products,US,False,True
ev4748047715,422,2025-08-01 13:56:35.181648,begin_checkout,/,UK,False,False
ev4813485261,406,2025-08-18 12:44:35.181653,page_view,/products,UK,True,True
ev5651235489,307,2025-08-18 02:42:35.181659,page_view,/cart,US,True,True
ev7472983666,144,2025-07-06 09:37:35.181664,begin_checkout,/,EU,True,True
ev7453875720,485,2025-08-09 18:26:35.181669,page_view,/thank-you,BR,True,True
ev1253010017,149,2025-08-10 10:14:35.181674,page_view,/products,CA,True,True
ev9463247580,79,2025-08-03 01:27:35.181680,page_view,/cart,EU,True,True
ev4176522226,689,2025-08-19 16:13:35.181685,purchase,/thank-you,EU,True,True
ev4960925190,528,2025-07-17 03:55:35.181690,add_to_cart,/thank-you,EU,True,False
ev5646836343,702,2025-07-23 18:45:35.181695,purchase,/checkout,EU,True,True
ev9168389390,182,2025-07-05 14:37:35.181702,signup,/checkout,US,True,True
ev1370005847,445,2025-07-20 00:58:35.181712,page_view,/cart,EU,False,True
ev8593170562,510,2025-07-01 22:58:35.181721,page_view,/,EU,True,False
ev7098393953,698,2025-07-08 03:57:35.181742,page_view,/thank-you,US,True,True
ev5822769755,249,2025-07-13 19:24:35.181747,add_to_cart,/cart,CA,True,True
ev4628741840,320,2025-06-28 20:19:35.181753,signup,/cart,EU,True,False
ev5823964549,298,2025-07-12 10:08:35.181758,purchase,/cart,CA,True,True
ev7306530233,120,2025-08-06 00:20:35.181763,page_view,/cart,US,True,True
ev5061614626,743,2025-08-14 08:35:35.181771,add_to_cart,/,EU,True,False
